File_Error,Corrected
Cholel,Chole
ijalpehT,ijalpehT
CURDU,Curdu
Sabzin,Dosaji
dosama,Dosama
Paneerin,Paneerin
Theplajim,Theplaji
raitama,Raitama
raita,Raita
PANEER,Upmai
ayalkohD,ayalkohD
Rasam,Rasam
Masalaun,Masalana
Kichdigam,Kichdiga
sabzima,Sabzima
rasamya,Rasamya
baluG,Dalu
amizbaS,amizbaS
SAMBARI,Sambari
ioese,ioese
SABZIU,Sabzi
alidhciK,alidhciK
Biryanik,Biryanika
Puliyogarel,Puliyogarela
SAMOSAJI,Samosaji
BISiBeleU,Bisibele
Pattaguyraa,Pattaguyra
akalasaM,Masalasa
Pattaguyra,Pattaguyra
Purimam,Purima
erabmaS,erabmaS
eosiiro,eosiiro
Pakodamaa,Pakodama
kHIchDiMa,Kichdima
idliu,Idli
oeoaeua,oeoaeua
idliga,Idliga
CHAPATHIJI,CHAPATHIJI
asuttaraseP,asuttaraseP
Pauasaai,Pavsa
DOSAGA,Dosaga
Doeie,Doeie
pesarattuga,Pesarattuga
RaiTARA,Raitara
aama,Aam
Poorisaa,Purisa
KACHORiA,Kachori
Mimou,Momo
BIRYANIKA,Biryanika
curdsa,Curdsa
oieauru,oieauru
aavaR,Ravae
vadasa,Vadasa
Pakodaaa,Pakoda
Curdj,Curdji
akirooP,akirooP
RamrA,Ramra
uibelaJ,uibelaJ
chole,Chole
Raitar,Raita
Jalebimam,Jalebima
akreehK,akreehK
agibelaJ,agibelaJ
ram,Ram
paneeru,paneeru
Ravajim,Ravaji
CURDI,Curdi
tamarindi,Tamarindi
kheerya,kheerya
bandegaira,Bandegaira
Cuadji,Curdji
MaSAlAJi,Masalaji
aluttaraseP,aluttaraseP
Dosagam,Dosaga
Poorigaa,Puriga
Beoyeioia,Beoyeioia
Bandegain,Bandegai
Idlisam,Idlisa
Upmas,Upmasa
iiraseK,iiraseK
Kofta,Kofta
payasala,Payasala
Masalal,Masalala
eoui,eoui
yentuhC,yentuhC
Taeelasi,Halwai
Aamom,Aamo
Samosa,Samosa
ragiji,Ragiji
Pattaguyrar,Pattaguyra
agvaP,Ravao
Bisibeley,Bisibeleya
Purioa,Puri
Khichd,Khichd
alhsoJ,alhsoJ
agomoM,Momoma
Dososa,Dosasa
Samosasaa,Samosasa
CHOLE,Chole
Cholenaa,Cholena
Pesarattuin,Pesarattu
ROGANI,Rogani
Rotilaa,Rotila
DOSAJI,Dosaji
ragiya,Ragiya
Tamarindam,Tamarindma
Roti,Roti
Ravae,Rava
Paneera,Ragira
ohuaodaa,Curda
JoSHo,Josho
ragika,Ragika
Khiohduea,Khiohduea
Momoyan,Momoya
eavaR,Rava
BISIBELESA,Bisibelesa
Reueai,Reueai
Idlik,Idlika
pavla,Pavla
ihutere,ihutere
Bhaji,Bhaji
DHOKLA,Dhokla
ayrabmaS,ayrabmaS
BhajILa,Bhajila
sAMBaRya,Sambarya
PATTAGUYRANA,Pattaguyrana
iauerima,Purima
alelebisiB,alelebisiB
Vadag,Vadaga
Pattaguyraaa,Pattaguyra
arissaL,Ragisa
Rogan,Rogan
Payasaia,Payasa
JALebiMA,Jalebima
Rot,Roti
dhoklAya,Dhoklaya
Ragisaa,Ragisa
CHOLEYA,Choleya
PaTTAGuYRAka,Pattaguyraka
Rotiea,Roti
oaeebii,Roti
iheeree,iheeree
asidhcihK,asidhcihK
Paneeram,Paneeram
akatfoK,akatfoK
Momol,Momola
euaaoea,euaaoea
vADAYa,Vadaya
Theplaai,Thepla
oelebisiB,oelebisiB
samosaya,Samosaya
Jalebiran,Jalebira
amibelaJ,amibelaJ
BanDegAIu,Bandegai
Pottauuyiasa,Pottauuyiasa
Tamarindyaa,Tamarindya
oaluP,Dalu
Dosa,Dosa
aadokaP,Vadaka
Kichdij,Kichdi
Halwaea,Halwa
Jalebilaa,Jalebila
POORILA,Purila
DOSaJi,Dosaji
PAYASAGA,Payasaga
PESARATTUO,Pesarattu
Sabz,Dosa
biryanila,Biryanila
Bhajion,Bhaji
Dooklisi,Dooklisi
dOsAE,Dosa
sAbziyA,Sabziya
patTaguYrAo,Pattaguyra
iisiieaore,iisiieaore
JalEBIrA,Jalebira
Halwai,Halwa
CHUTNEYI,Chutneyi
MOMOJI,Momoji
Dhoklal,Dhokla
kOftaKa,Koftaka
ROGANLA,Roganla
Halwak,Halwaka
Bhature,Bhature
Dosaua,Dosa
oadokaP,Momoka
Kachorijia,Kachoriji
oesumi,Dosai
eioauna,Ram
Pulaog,Pulao
Pulau,Pulao
aaryugattaP,aaryugattaP
THEPLAJI,Theplaji
Jilabuu,Gulabu
Raoiga,Ragia
Pooriun,Purina
aaeo,aaeo
CURDKA,Curdka
aame,Aame
Pattaguyr,Pattaguyr
amalpehT,amalpehT
Lassi,Lassi
Raaiaa,Ram
kAcHorIRa,Kachorira
oookiao,Puri
Roganlan,Roganla
Joshm,Josh
muddasa,Muddasa
aminayriB,aminayriB
sAmBaRe,Sambare
Dalk,Dalka
erabmaS,erabmaS
BISIBELEE,Bisibelei
maSaLArA,Masalara
RAM,Ram
aalpehT,aalpehT
Paneerj,Paneerj
pulaoa,Pulao
uuodogauoe,Curdga
josh,Josh
uimoeaiee,Ramo
Momol,Momola
pakodao,Pakoda
kICHdIYA,Kichdiya
Roganm,Roganma
DoSAnA,Dosana
ielaoii,Dal
curdu,Curdu
mAsaLAA,Masala
CHUTNEYNA,Chutneyna
Raita,Raita
Parathayam,Parathaya
raitana,Raitana
Bhotoruea,Pooriu
PAnEEru,PAnEEru
Koftaan,Koftana
pooriya,Puriya
dhoklao,Dhokla
aymasaR,Payasae
anizbaS,anizbaS
upmala,Upmala
Momo,Momo
CHAPATHI,CHAPATHI
PAVra,Pavra
aitoR,Pavo
Pakodamaa,Pakodama
ijidhcihK,ijidhcihK
bhajio,Bhaji
Momosam,Momosa
Momojim,Momoji
Halwaraa,Halwara
RaVaLa,Ravala
jalebiya,Jalebiya
Paetuiuyoao,Paetuiuyoao
uesaaena,Dosana
Josh,Josh
raVaa,Rava
Koftan,Koftana
halwala,Halwala
Parath,Pavra
Bandegain,Bandegai
anbaluG,anbaluG
RAGIU,Ragi
BHAJIYA,Bhajiya
armaR,Ramra
Chapathim,Chapathim
samBARA,Sambara
Biryanin,Biryanina
Khichdiman,Kichdima
anmaA,Aama
Kheerim,Kheerim
cHoLEU,Chole
Kheers,Kheers
payasaga,Payasaga
pavna,Pavna
CurDO,Curdo
SAMOSAKA,Samosaka
Payasal,Payasala
MASALARA,Masalara
RAITAE,Raita
analkohD,analkohD
Sabzien,Dosaji
Idlion,Idlina
uinayriB,uinayriB
vadai,Vada
Peteoeuiuaaa,Peteoeuiuaaa
Bandegaiman,Bandegaima
upmaji,Upmaji
Tamarin,Tamarind
BHaJIE,Bhaji
SAmOSAE,Samosa
Pattaguyraraa,Pattaguyrara
Raitajia,Raitaji
ijalpehT,ijalpehT
Midiiia,Idli
ieoieaiooo,ieoieaiooo
apmeyi,apmeyi
bisibele,Bisibele
PESARATTUMA,Pesarattuma
eijahB,eijahB
poORiA,Puri
khichdima,Kichdima
vadae,Vada
sAbZii,Sabzi
oaboiji,Momoji
eieibelesa,eieibelesa
Bhatur,Bhatur
ChUtnEyO,Chutneyo
dalsa,Dalsa
Kichdim,Kichdi
Puaaosa,Upma
Geaub,Geaub
tamarindu,Tamarindu
Kheerg,Kheerg
Pattaguyr,Pattaguyr
alitoR,Raitao
Poerii,Poori
KHichDiyA,Kichdiya
ijelebisiB,ijelebisiB
PAVYA,Pavya
muddaE,Mudda
Samosaam,Samosama
RASAMyA,Rasamya
Pauisoke,Pauisoke
arigaR,Ragiga
Curdraa,Curdra
Tamarindm,Tamarindma
dAlo,Dalo
CHOLEYA,Choleya
Sambarl,Sambarla
Idliun,Idlina
andniramaT,andniramaT
alasoD,Halwao
pakodaya,Pakodaya
Ragilam,Ragila
chutneyji,Chutneyji
Pesarattuyaa,Pesarattuya
Halway,Halwaya
Khichdiea,Kichdi
BirYAnImA,Biryanima
sAMbARSA,Sambarsa
SAMOSASA,Samosasa
Pulaos,Pulao
Koftanam,Koftana
Pavm,Pavma
theplaya,Theplaya
Pooriyam,Puriya
Pattaguyraaa,Pattaguyra
kheeru,kheeru
CHuTNeyyA,Chutneya
ehepua,ehepua
Idligam,Idliga
Paneer,Upmai
pattaguyraka,Pattaguyraka
Vioooo,Pav
PANEERSA,PANEERSA
asalasaM,Masalasa
Chutneysan,Chutneysa
PAVI,Pavi
Pavk,Pavka
KESARIE,Kesari
Paneerm,Paneerm
PaVu,Pavu
paRATHa,Paratha
ualkohD,ualkohD
KHEERE,KHEERE
Curdm,Curdma
Theplasam,Theplasa
mUDdaga,Muddaga
Pattaguyra,Pattaguyra
aaodae,Vada
Ravan,Ravana
asahtaraP,asahtaraP
ayelohC,ayelohC
asibelaJ,asibelaJ
Chapath,Chapath
KOFTAA,Kofta
Bisibelel,Bisibelela
Laesi,Lassi
iamre,Aame
ijibelaJ,ijibelaJ
Puriun,Purina
ijelebisiB,ijelebisiB
Bhaturema,Bhaturema
Khichdian,Kichdi
Kesari,Kesari
akidhcihK,akidhcihK
Pesarattuk,Pesarattu
PULIYOGARE,Puliyogare
ROTIa,Roti
Halwaia,Halwa
Pakoda,Pakoda
Pesarattunam,Pesarattuna
Gulab,Gulab
omasaR,Upmasa
Upmana,Upmana
Rum,Ram
Raitajia,Raitaji
rogan,Rogan
Dhoklalam,Dhoklala
gulabi,Gulabi
iootaaa,Ram
BHATUREJI,Bhatureji
Rav,Rava
Bandegaiam,Bandegai
Payasalam,Payasala
DOSAJI,Dosaji
Ragien,Ragina
tAmARINDYa,Tamarindya
Jalebij,Jalebiji
uuiziau,Puri
UPmALA,Upmala
chole,Chole
Roaouji,Roti
saBZiNa,Sabzina
anidhciK,anidhciK
Poiuoguyruu,Poiuoguyruu
Vada,Vada
Sabziy,Dosaji
Halwasam,Halwasa
rotiji,Rotiji
Kesarian,Kesarina
chaPATHIa,chaPATHIa
arasoD,arasoD
KeSArIa,Kesari
aradduM,aradduM
oatiaR,Rotie
Pesarattuon,Pesarattu
eawlaH,eawlaH
Vaday,Vadaya
Momiye,Momiye
Baoaenema,Baoaenema
ravaga,Ravaga
BiSibeLeNA,Bisibelena
anasomaS,anasomaS
Joshr,Josh
Chapathiom,Chapathiom
Dhakoune,Dhakoune
TAMARINDLA,Tamarindla
Poorij,Puriji
CHUTNEYSA,Chutneysa
dosAu,Dosa
Khichdiaa,Kichdi
amadduM,amadduM
PayAsaKA,Payasaka
Bireaiiga,Bireaiiga
Bisibelel,Bisibelela
arnagoR,arnagoR
aamka,Aamka
VADAGA,Vadaga
analasaM,Masalasa
Dosayan,Dosaya
idlIE,Idli
PoORisa,Purisa
iuodga,Vada
eomoM,Momo
Jaiebiu,Pavi
parathaka,Parathaka
alasaM,Rasam
Sabzi,Sabzi
Pattaguyr,Pattaguyr
HALWALA,Halwala
BhAJIRA,Bhajira
RAGIU,Ragi
aldruC,aldruC
aeragoyiluP,aeragoyiluP
aauzoe,Ramo
Purijia,Puriji
Payasam,Payasama
rasamsa,Rasamsa
roganya,Roganya
Kesari,Kesari
asidhcihK,asidhcihK
omasaR,Upmasa
Parathaon,Paratha
oeaiuoluga,Dalga
eadduM,eadduM
oalaa,Dal
iholai,Dhokla
Ieae,Ieae
aAmRA,Aamra
Muddam,Mudda
Kheer,Kheer
Pavn,Pavna
oelohC,oelohC
kheerma,kheerma
TAMaRIndRA,Tamarindra
tAmARiNDE,Tamarinde
Keiooire,Keiooire
Rait,Ram
Dalr,Dalra
ragiu,Ragi
Koftay,Koftaya
PuriE,Puri
Sabzin,Dosaji
PAYASA,Payasa
Kichdinan,Kichdina
Raitaem,Rasam
anahtaraP,anahtaraP
dalya,Dalya
outtaraseP,outtaraseP
ahokiaia,ahokiaia
ioraihana,ioraihana
puri,Puri
purii,Puri
Dal,Dal
aliagednaB,aliagednaB
Koftas,Koftasa
MASALARA,Masalara
RotIa,Roti
Momom,Momoma
GULABYA,Gulabya
RAMma,Rama
poorii,Puri
Ravaia,Rava
laSSIKA,Lassika
igaR,igaR
bisibelena,Bisibelena
DALSA,Dalsa
Sambarr,Sambar
Raitaj,Raita
Curdgan,Curdga
agdniramaT,agdniramaT
Kichdiem,Kichdi
sabZIJi,Sabziji
idliGA,Idliga
Saubaua,Dala
Rotinaa,Rotina
thEpLAU,Thepla
Chuueeyaa,Chuueeyaa
payasala,Payasala
Idlora,Idlira
Idlinaa,Idlina
dal,Dal
baluG,Dalu
Pesarattumam,Pesarattuma
BaNDeGAisa,Bandegaisa
Gulae,Gulab
Koftal,Koftala
Vadaa,Vada
kachoriya,Kachoriya
uaeziso,Purio
mOMona,Momona
Koftamaa,Koftama
akiruP,akiruP
kesarima,Kesarima
KESARIA,Kesari
akaryugattaP,akaryugattaP
kichdia,Kichdi
Pioaerea,Pioaerea
ayalasaM,Masalasa
Sambaram,Sambarma
RAVAU,Rava
Rasamjin,Rasamji
Pulao,Pulao
Pavjia,Pavji
uelohC,Pulao
Rasa,Rava
iirooP,iirooP
Rasamjia,Rasamji
Sabzim,Dosaji
BANDEGAILA,Bandegaila
Josh,Josh
Paeau,Pav
aueaeau,aueaeau
uirooP,Puriu
Masalain,Masalana
Chapathi,Chapathi
PANEERKA,PANEERKA
alhsoJ,alhsoJ
PuLAOKA,Pulaoka
atiaR,Ragi
GULABYA,Gulabya
BHAJIO,Bhaji
Pakodaea,Pakoda
ramka,Ramka
Bisibele,Bisibele
Bhaji,Bhaji
Momioa,Momo
theplae,Thepla
KAchoRiNA,Kachorina
eiuisaie,Dosa
dhoklasa,Dhoklasa
bhAJiYA,Bhajiya
RasAmya,Rasamya
KhicHdI,Kichdi
aoiala,Dala
chapathina,chapathina
samosae,Samosa
theplai,Thepla
Halwamam,Halwama
Rasamk,Rasamka
Sabzi,Sabzi
chapathia,chapathia
SAMOSAO,Samosa
augina,Ragina
Momoem,Momoma
POoriE,Puri
arihtapahC,arihtapahC
eiryiniia,eiryiniia
issaL,Dal
RAGIYA,Ragiya
koftama,Koftama
MUDDAJI,Muddaji
pooria,Puri
BHATUREYA,Bhatureya
Pulaol,Pulao
Halwaea,Halwa
ayalpehT,ayalpehT
raSAmSa,Rasamsa
aninayriB,aninayriB
RAITAO,Raita
ijeragoyiluP,ijeragoyiluP
masalasa,Masalasa
KHICHDIE,Kichdi
Sambarim,Sambari
SaMBArA,Sambara
khichdima,Kichdima
curdo,Curdo
PAneerE,PAneerE
oigaR,Rogan
Taeooou,Ram
KHICHDIMA,Kichdima
akildI,akildI
ildI,Idli
Chapathimaa,Chapathimaa
Pakodam,Pakodama
ravai,Rava
CHAPATHILA,CHAPATHILA
akeragoyiluP,akeragoyiluP
akaryugattaP,akaryugattaP
Chapathisaa,Chapathisaa
kachorii,Kachori
ijiruP,ijiruP
PAVSA,Pavsa
rasamya,Rasamya
ijalpehT,ijalpehT
Bisibeleyam,Bisibeleya
Ramia,Rami
Bisibele,Bisibele
iaioi,iaioi
Piruau,Piruau
Ravanaa,Ravana
Kichdian,Kichdi
Upmakaa,Upmaka
Muddam,Mudda
aamra,Aamra
ijeragoyiluP,ijeragoyiluP
eampU,Ramu
Poorim,Purima
Ravayam,Ravaya
Momosaa,Momosa
rogani,Rogani
poorika,Purika
momoga,Momoga
aaMo,Aamo
Dhoklaman,Dhoklama
KAchoRiJi,Kachoriji
Purinaa,Purina
rava,Rava
pAKOdai,Pakoda
easayaP,Dosaya
kheeru,kheeru
pATTAGuyrasA,Pattaguyrasa
aoganii,Rogani
idlima,Idlima
RAGIYA,Ragiya
Payasam,Payasama
Raitagam,Raitaga
UPMA,Upma
ROGANLA,Roganla
RoGanSa,Rogansa
doSala,Dosala
KHicHDiU,Kichdi
CHUTNEYGA,Chutneyga
asirohcaK,asirohcaK
jAlEBIka,Jalebika
rogani,Rogani
Seaesaeo,Dosa
HALWANA,Halwana
eaeoije,eaeoije
akiagednaB,akiagednaB
Theplagam,Theplaga
KOFTAe,Kofta
gulabka,Gulabka
pakodaji,Pakodaji
uiuaaeu,uiuaaeu
alalasaM,Masalasa
Upmakan,Upmaka
Khichdim,Kichdi
RavaLa,Ravala
TAMARINDMA,Tamarindma
emaA,Ram
BIRYANIJI,Biryaniji
uissaL,Dal
Saeiie,Dal
idhciK,idhciK
Duiolei,Dale
AAMNA,Aamna
amoaluP,amoaluP
KICHDIA,Kichdi
amomoM,Momoma
TAMARINDYA,Tamarindya
uaeoainu,uaeoainu
kachorira,Kachorira
arnagoR,arnagoR
rotika,Rotika
Payasaran,Payasara
asyentuhC,asyentuhC
kIchDIU,Kichdi
Dosar,Dosara
Koftar,Koftara
arrabmaS,arrabmaS
nagoR,Ragio
POORiga,Puriga
oeriou,Roti
Vadal,Vadala
momoe,Momo
HALWAKA,Halwaka
asirooP,Lassiu
Bisibelemam,Bisibelema
pakodaya,Pakodaya
mAsALaGA,Masalaga
Purim,Purima
parathama,Parathama
Tamarindman,Tamarindma
Sabziia,Sabzi
amidhcihK,amidhcihK
Dhoklaan,Dhokla
PATTAGUYRAO,Pattaguyra
Ramun,Ramu
idhciK,idhciK
Vadau,Vada
Masalas,Masalasa
Jalebiam,Jalebima
upmala,Upmala
alaryugattaP,alaryugattaP
Theplasaa,Theplasa
tamaRindji,Tamarindji
agadokaP,agadokaP
Samosay,Samosaya
Khichdilam,Kichdila
MUDDASA,Muddasa
pATTaGuYrAsA,Pattaguyrasa
uttaraseP,uttaraseP
Mioioa,Ram
Bandegai,Bandegai
RASAMKA,Rasamka
parathana,Parathana
kachori,Kachori
uoaluP,Dalu
Masala,Masala
ayatfoK,ayatfoK
thEpLaSa,Theplasa
uavao,Pav
omoM,Momo
Koftaam,Koftama
Kachorig,Kachori
Curd,Curd
PATTAGUYRAYA,Pattaguyraya
koftao,Kofta
dhoklala,Dhoklala
Parathak,Paratha
roti,Roti
PAVGA,Pavga
auluougaea,Aamga
Parathaj,Paratha
Bandegainam,Bandegaina
Pav,Pav
RAGILA,Ragila
dhoklae,Dhokla
Theplanan,Theplana
Gula,Gulab
ihateeiio,Bhaji
agidhciK,agidhciK
Sambarn,Sambarna
ayerutahB,ayerutahB
BHATUREKA,Bhatureka
pavka,Pavka
Lassin,Lassi
BHaJijI,Bhajiji
Posarattui,Posarattui
anawlaH,anawlaH
KOFTAGA,Koftaga
RoGaNla,Roganla
Thealeo,Dale
masalai,Masala
koftai,Kofta
Chapathiim,Chapathiim
iundeoaiji,iundeoaiji
chutneyji,Chutneyji
UPMAU,Upma
Raita,Raita
BIRYANINA,Biryanina
Roganmaa,Roganma
Pulao,Pulao
Masalakan,Masalaka
issaL,Dal
Dosam,Dosama
paRAtHA,Paratha
upManA,Upmana
Ravamaa,Ravama
raitaka,Raitaka
Kichdi,Kichdi
JALEBII,Jalebi
PaTTAgUYraLA,Pattaguyrala
Parathak,Paratha
emaR,Rama
RAVAO,Rava
BANdEgAisA,Bandegaisa
Kichdikan,Kichdika
Rav,Rava
idLIRA,Idlira
UPMAKA,Upmaka
Raeii,Ram
uuadoe,Curd
KESARIO,Kesari
Momog,Momoga
Rotij,Rotiji
iicodao,iicodao
iruP,iruP
POORINA,Purina
CURDU,Curdu
BIRYANIO,Biryani
RASAMO,Rasamo
Upma,Upma
Jalebikaa,Jalebika
Upmag,Upmaga
ooueaua,ooueaua
amvaP,Ravao
JALEBIYA,Jalebiya
Curdan,Curdna
Bhatureaa,Bhature
Bhaturek,Bhature
PATTAGUYRAI,Pattaguyra
TaMARinD,Tamarind
CHOLEMA,Cholema
bisibele,Bisibele
lassisa,Lassisa
RAgIma,Ragima
Rotigam,Rotiga
masala,Masala
Purim,Purima
aryugattaP,aryugattaP
MASALAKA,Masalaka
Sambarea,Sambare
DalYA,Dalya
CURD,Curd
joshka,Joshka
Bhajilan,Bhajila
ijirohcaK,ijirohcaK
iosani,Dosai
agelebisiB,agelebisiB
Dhokla,Dhokla
Biryaniy,Biryaniya
Puliyogarejim,Puliyogareji
joshla,Joshla
Pakoda,Pakoda
Aam,Aam
PAKODAJI,Pakodaji
alyentuhC,alyentuhC
Ravanaa,Ravana
Upmalam,Upmala
KESARILA,Kesarila
Puliyogarelan,Puliyogarela
Ramn,Ramna
ahtaraP,Raitara
anvaP,Ravao
SABZIA,Sabzi
bIRYaniyA,Biryaniya
uihtapahC,uihtapahC
PuRIji,Puriji
Bisibelenaa,Bisibelena
Pakodakan,Pakodaka
bisibelena,Bisibelena
khichdiu,Kichdi
amidhcihK,amidhcihK
Sambar,Sambar
oaaauuio,oaaauuio
iaauirui,iaauirui
Revaae,Rava
kesarira,Kesarira
Pattaguyram,Pattaguyra
outtaraseP,outtaraseP
momoka,Momoka
Kachorinan,Kachorina
poorii,Puri
masalaya,Masalaya
Puaoahe,Puaoahe
Pavy,Pavya
RAVA,Rava
vadaa,Vada
Theplaj,Thepla
DoSAka,Dosaka
Moodinu,Moodinu
Rasam,Rasam
aamO,Aamo
pattaguyrara,Pattaguyrara
ayidhciK,ayidhciK
Jalebi,Jalebi
Poorik,Purika
CHAPATHIO,CHAPATHIO
Vadal,Vadala
ialaaiu,Dal
anelohC,anelohC
akelebisiB,akelebisiB
Muddaram,Muddara
laSSIE,Lassi
iosaka,Dosaka
Bisibelesam,Bisibelesa
Theplaim,Thepla
POORIRA,Purira
upma,Upma
RAMMA,Rama
CURDGA,Curdga
Pula,Pulao
hAlwAma,Halwama
RASAMKA,Rasamka
Ramsan,Ramsa
akawlaH,akawlaH
Choleem,Choleem
joshra,Joshra
kESaRIu,Kesari
IDLISA,Idlisa
Bandegaiy,Bandegai
Tamarind,Tamarind
akildI,akildI
agatiaR,Ragira
oizbaS,oizbaS
PAkodAgA,Pakodaga
asnagoR,asnagoR
aawlaH,Halwa
Payasamam,Payasama
TamAriND,Tamarind
Sambars,Sambarsa
Samosakan,Samosaka
Tamarind,Tamarind
ChApATHiGA,ChApATHiGA
Biryanim,Biryanima
Vadaan,Vadana
koftae,Kofta
tamarindji,Tamarindji
Sebiika,Sebiika
Veuaa,Pav
Laseia,Pave
Daly,Dalya
Pesarattum,Pesarattu
Sabzian,Dosaji
Bisibele,Bisibele
Pava,Pava
kichdia,Kichdi
KEsaRiKA,Kesarika
DaLKa,Dalka
Biryaniin,Biryanina
Gulabun,Gulabu
AAM,Aam
pesarattuo,Pesarattu
biryanika,Biryanika
Puliyogarelam,Puliyogarela
Cueieoa,Cueieoa
Cholen,Chole
PARATHAGA,Parathaga
RaitA,Raita
Bhaturenan,Bhaturena
CHUTNEYMA,Chutneyma
bandegaila,Bandegaila
iasaluuu,Dalu
Idli,Idli
Rigina,Ragina
Muddasam,Muddasa
Samosa,Samosa
Pakodanan,Pakodana
THEPLARA,Theplara
PayAsAsa,Payasasa
Curdl,Curdla
Paneergaa,Paneergaa
Upmal,Upmala
Raitamaa,Raitama
Pesarattunaa,Pesarattuna
bisiBele,Bisibele
uiraseK,uiraseK
PaKOdAKa,Pakodaka
Puoioouareei,Puri
DHOKLA,Dhokla
kOFtaI,Kofta
ayadduM,ayadduM
Buatiuii,Puri
dhoklaya,Dhoklaya
Cholej,Chole
gulabna,Gulabna
ouichdiyo,ouichdiyo
raitaa,Raita
chapathiji,chapathiji
peSaraTTU,Pesarattu
JOSHO,Josho
koFtaGA,Koftaga
Masalaaa,Masala
THEPLAA,Thepla
iuiaame,Aame
Muddaem,Mudda
CURDE,Curde
Chetnoanu,Chetnoanu
ioioei,ioioei
Kesari,Kesari
POORII,Puri
PULIYOGAREA,Puliyogare
KOFTALA,Koftala
Kachorioa,Kachori
BHatURERa,Bhaturera
iijahB,iijahB
atfoK,atfoK
ragia,Ragi
rOGAnla,Roganla
arahtaraP,Parathara
KOFTa,Kofta
pakodana,Pakodana
roganma,Roganma
Lassik,Lassi
Thuuluya,Thuuluya
aromoM,Momoma
rotiu,Roti
aerio,Rami
PuLIyoGAReA,Puliyogare
raitaa,Raita
raitaya,Raitaya
Rag,Ragi
jalEbi,Jalebi
eahtaraP,eahtaraP
Idlikaa,Idlika
khEErI,Puri
poorina,Purina
parathaka,Parathaka
oosaeiea,Dosa
Rama,Rama
kesariya,Kesariya
Rotiia,Roti
gulaba,Gulaba
Bisibeles,Bisibelesa
kesarira,Kesarira
Pakodaan,Pakodana
KICHDIJI,Kichdiji
Ravaua,Rava
CHAPATHIO,CHAPATHIO
BIsIBElEga,Bisibelega
Payasak,Payasaka
anadduM,anadduM
Mudda,Mudda
thEplALa,Theplala
alidhciK,alidhciK
PAVRA,Pavra
Puri,Puri
anirohcaK,anirohcaK
chutneyo,Chutneyo
Kichdinam,Kichdina
KAChOrIjI,Kachoriji
bISibELEi,Bisibele
airaseK,airaseK
Momog,Momoga
Mudda,Mudda
Paneersan,Paneersan
ragii,Ragi
pURIRa,Purira
Pavy,Pavya
ROTINA,Rotina
payasala,Payasala
UPMasa,Upmasa
pakodaji,Pakodaji
Rotigan,Rotiga
sabzika,Sabzika
CURdnA,Curdna
puriu,Puri
CHAPATHIO,CHAPATHIO
uomoM,Momo
PoORIRa,Purira
jOSHsa,Josh
PARATha,Paratha
Samosayaa,Samosaya
asalpehT,asalpehT
idlia,Idli
dhoklara,Dhoklara
ijlaD,ijlaD
BANDEGAIGA,Bandegaiga
DHOKLAYA,Dhoklaya
amawlaH,amawlaH
chapathie,chapathie
LASSILA,Lassila
Aaie,Aaie
payasai,Payasa
oadaV,Pav
Sabzij,Dosaji
SABZIA,Sabzi
akadaV,Pakoda
oaneuuaisa,Dosa
olaD,Vada
Kesarik,Kesarika
uadokaP,Curdka
PANEERA,Ragira
oijahB,oijahB
Pav,Pav
Puue,Puue
Khichdikam,Kichdika
aadaV,Vadau
almaR,Aamra
AAmLA,Aamla
Theplee,Theplee
CHUTNEY,Chutney
gulaba,Gulaba
outtaraseP,outtaraseP
uadaV,Pav
DOSANA,Dosana
amvaP,Ravao
cholena,Cholena
Muidara,Muddara
dal,Dal
Keeerioa,Puri
pULAOMA,Pulaoma
pAkODaSA,Pakodasa
Sauoeoei,Dal
Iduese,Iduese
GULABI,Gulabi
Theplan,Thepla
SAmOsara,Samosara
Pakodaa,Pakoda
Bhajij,Bhaji
Pavon,Pavo
Muddal,Mudda
kheerka,kheerka
pAKODaU,Pakoda
Curdun,Curdu
Rasamy,Rasamya
idlima,Idlima
Bandegairaa,Bandegaira
iatfoK,iatfoK
upmaga,Upmaga
CHUtNEyga,Chutneyga
bandegaima,Bandegaima
Kichdien,Kichdi
BANDEGAIMA,Bandegaima
Rotiyaa,Rotiya
gUlABgA,Gulabga
raitao,Raita
uieebea,uieebea
KACHORIJI,Kachoriji
kichdia,Kichdi
koftasa,Koftasa
bisibeleya,Bisibeleya
Momoa,Momo
uavla,Pavla
Halw,Halwa
Kachorij,Kachori
dOSaYA,Dosaya
ROTIKA,Rotika
Sambaao,Sambar
ayiruP,ayiruP
Koftam,Koftama
Kichdi,Kichdi
TAMARINDRA,Tamarindra
PULAOSA,Pulaosa
Joshkan,Joshka
Kheerun,Kheerun
pakodaa,Pakoda
kichdiga,Kichdiga
Muudomu,Muudomu
upmaga,Upmaga
mASALaE,Masala
chutneyi,Chutneyi
Bisibeleia,Bisibele
KHICHDIA,Kichdi
Payas,Payasa
jAleBiA,Jalebi
oalpehT,oalpehT
vadara,Vadara
chapathIra,chapathIra
Kichdiam,Kichdi
Halwa,Halwa
AAMLA,Aamla
PeSaRatTuI,Pesarattu
rasamsa,Rasamsa
Rosaiu,Dosa
poorisa,Purisa
PATTAGUYRARA,Pattaguyrara
TAMARINDMA,Tamarindma
chutneyma,Chutneyma
aeoiama,Aam
dhoklala,Dhoklala
bHatURea,Bhature
Idlisam,Idlisa
roGANLA,Roganla
Kofieeu,Roti
BANDEGaikA,Bandegaika
